CensusYear,Subject,Gender,AgeGroup,QualifiedEntrantType,StockSize
2017,Physics,Male,55 and over,Returner,39.0264927439074
2011,Religious Education,Male,55 and over,Returner,6.296064933689728
2012,Religious Education,Male,55 and over,Returner,11.216035448492743
2013,Religious Education,Male,55 and over,Returner,12.27316857762324
2014,Religious Education,Male,55 and over,Returner,13.013991505238767
2015,Religious Education,Male,55 and over,Returner,17.885319136909843
2016,Religious Education,Male,55 and over,Returner,16.289825487371132
2017,Religious Education,Male,55 and over,Returner,7.289828723472684
2011,Art & Design,Female,Less than 35,Returner,65.92806741826834
2012,Art & Design,Female,Less than 35,Returner,80.83154341877548
2013,Art & Design,Female,Less than 35,Returner,97.6205049413039
2014,Art & Design,Female,Less than 35,Returner,83.40298425509961
2015,Art & Design,Female,Less than 35,Returner,71.18322092122119
2016,Art & Design,Female,Less than 35,Returner,60.585250302244525
2017,Art & Design,Female,Less than 35,Returner,49.07997538286054
2011,Biology,Female,Less than 35,Returner,109.82059978199702
2012,Biology,Female,Less than 35,Returner,130.16315707269342
2013,Biology,Female,Less than 35,Returner,127.89454294503008
2014,Biology,Female,Less than 35,Returner,121.51593969600263
2015,Biology,Female,Less than 35,Returner,125.66919694057475
2016,Biology,Female,Less than 35,Returner,142.89820709360546
2017,Biology,Female,Less than 35,Returner,110.84901034553097
2011,Business Studies,Female,Less than 35,Returner,38.26525310320095
2012,Business Studies,Female,Less than 35,Returner,37.74469920536193
2013,Business Studies,Female,Less than 35,Returner,33.93997969237158
2014,Business Studies,Female,Less than 35,Returner,38.34649384495343
2015,Business Studies,Female,Less than 35,Returner,33.29190765532999
2016,Business Studies,Female,Less than 35,Returner,34.36604747900695
2017,Business Studies,Female,Less than 35,Returner,23.07241421041729
2011,Chemistry,Female,Less than 35,Returner,40.995010978888686
2012,Chemistry,Female,Less than 35,Returner,81.86083221400779
2013,Chemistry,Female,Less than 35,Returner,62.484607995672604
2014,Chemistry,Female,Less than 35,Returner,68.89107481757327
2015,Chemistry,Female,Less than 35,Returner,28.275492635131886
2016,Chemistry,Female,Less than 35,Returner,65.56319775610626
2017,Chemistry,Female,Less than 35,Returner,98.50633162017084
2011,Classics,Female,Less than 35,Returner,1.6243748894022951
2012,Classics,Female,Less than 35,Returner,0.46162548405469195
2013,Classics,Female,Less than 35,Returner,0.19131204603394722
2014,Classics,Female,Less than 35,Returner,3.6064457683890465
2015,Classics,Female,Less than 35,Returner,0.6863005092742898
2016,Classics,Female,Less than 35,Returner,0.924634305983793
2017,Classics,Female,Less than 35,Returner,1.8391150688931484
2011,Computing,Female,Less than 35,Returner,27.578584751459246
2012,Computing,Female,Less than 35,Returner,47.29806676232341
2013,Computing,Female,Less than 35,Returner,51.732047209671634
2014,Computing,Female,Less than 35,Returner,42.428983682129456
2015,Computing,Female,Less than 35,Returner,38.58912565388492
2016,Computing,Female,Less than 35,Returner,34.325948772798405
2017,Computing,Female,Less than 35,Returner,28.25897643547703
2011,Design & Technology,Female,Less than 35,Returner,38.707463484351074
2012,Design & Technology,Female,Less than 35,Returner,63.04429949400633
2013,Design & Technology,Female,Less than 35,Returner,81.16449506940793
2014,Design & Technology,Female,Less than 35,Returner,63.46768109244309
2015,Design & Technology,Female,Less than 35,Returner,68.16119887979792
2016,Design & Technology,Female,Less than 35,Returner,51.10782841027356
2017,Design & Technology,Female,Less than 35,Returner,46.191644902224496
2011,Drama,Female,Less than 35,Returner,71.77323674564434
2012,Drama,Female,Less than 35,Returner,53.36897767548456
2013,Drama,Female,Less than 35,Returner,60.1463146944249
2014,Drama,Female,Less than 35,Returner,65.1148910050368
2015,Drama,Female,Less than 35,Returner,58.46585801586185
2016,Drama,Female,Less than 35,Returner,43.8289101872146
2017,Drama,Female,Less than 35,Returner,45.62916214400083
2011,English,Female,Less than 35,Returner,251.663000056229
2012,English,Female,Less than 35,Returner,337.2768242776415
2013,English,Female,Less than 35,Returner,277.8867624492211
2014,English,Female,Less than 35,Returner,312.3249057354597
2015,English,Female,Less than 35,Returner,283.6548988430282
2016,English,Female,Less than 35,Returner,326.95991260176874
2017,English,Female,Less than 35,Returner,353.2228611688982
2011,Food,Female,Less than 35,Returner,5.936511543415956
2012,Food,Female,Less than 35,Returner,16.80483692043596
2013,Food,Female,Less than 35,Returner,17.979135083792997
2014,Food,Female,Less than 35,Returner,18.14602582527651
2015,Food,Female,Less than 35,Returner,15.643612049024604
2016,Food,Female,Less than 35,Returner,15.25652780249128
2017,Food,Female,Less than 35,Returner,13.392348975477095
2011,Geography,Female,Less than 35,Returner,54.63404922968681
2012,Geography,Female,Less than 35,Returner,76.80660992447685
2013,Geography,Female,Less than 35,Returner,79.97577219579787
2014,Geography,Female,Less than 35,Returner,90.5453766058731
2015,Geography,Female,Less than 35,Returner,62.210203207322834
2016,Geography,Female,Less than 35,Returner,68.95465529830287
2017,Geography,Female,Less than 35,Returner,77.28937125036711
2011,History,Female,Less than 35,Returner,57.28401710551044
2012,History,Female,Less than 35,Returner,70.84077224867983
2013,History,Female,Less than 35,Returner,65.79879712682207
2014,History,Female,Less than 35,Returner,81.39971570204341
2015,History,Female,Less than 35,Returner,63.154897295624444
2016,History,Female,Less than 35,Returner,69.02405493186382
2017,History,Female,Less than 35,Returner,64.35773438689641
2011,Mathematics,Female,Less than 35,Returner,112.57029330506779
2012,Mathematics,Female,Less than 35,Returner,135.38529368047884
2013,Mathematics,Female,Less than 35,Returner,158.8261533031346
2014,Mathematics,Female,Less than 35,Returner,176.156715222024
2015,Mathematics,Female,Less than 35,Returner,177.27420126578994
2016,Mathematics,Female,Less than 35,Returner,186.33336873381927
2017,Mathematics,Female,Less than 35,Returner,201.950128901502
2011,Modern Foreign Languages,Female,Less than 35,Returner,122.68097641777865
2012,Modern Foreign Languages,Female,Less than 35,Returner,137.62220840063807
2013,Modern Foreign Languages,Female,Less than 35,Returner,118.6492788374905
2014,Modern Foreign Languages,Female,Less than 35,Returner,84.6684618182451
2015,Modern Foreign Languages,Female,Less than 35,Returner,108.99053097077285
2016,Modern Foreign Languages,Female,Less than 35,Returner,111.39651352156432
2017,Modern Foreign Languages,Female,Less than 35,Returner,118.66589716541617
2011,Music,Female,Less than 35,Returner,44.409335049410174
2012,Music,Female,Less than 35,Returner,52.01023581346577
2013,Music,Female,Less than 35,Returner,46.92685913971651
2014,Music,Female,Less than 35,Returner,54.97570458182117
2015,Music,Female,Less than 35,Returner,46.745476889650575
2016,Music,Female,Less than 35,Returner,37.052071299663005
2017,Music,Female,Less than 35,Returner,36.05629720868214
2011,Others,Female,Less than 35,Returner,95.20713811364686
2012,Others,Female,Less than 35,Returner,123.52268085092541
2013,Others,Female,Less than 35,Returner,118.04107622789076
2014,Others,Female,Less than 35,Returner,102.52648673532184
2015,Others,Female,Less than 35,Returner,93.64563574504788
2016,Others,Female,Less than 35,Returner,75.62196810080812
2017,Others,Female,Less than 35,Returner,89.84688703965779
2011,Physical Education,Female,Less than 35,Returner,121.22585152322569
2012,Physical Education,Female,Less than 35,Returner,156.25015123868513
2013,Physical Education,Female,Less than 35,Returner,160.9734615484279
2014,Physical Education,Female,Less than 35,Returner,135.84391380448943
2015,Physical Education,Female,Less than 35,Returner,123.72825031117654
2016,Physical Education,Female,Less than 35,Returner,142.29269621096313
2017,Physical Education,Female,Less than 35,Returner,119.98249270190206
2011,Physics,Female,Less than 35,Returner,16.738162270711804
2012,Physics,Female,Less than 35,Returner,40.05779425574139
2013,Physics,Female,Less than 35,Returner,44.46902688792076
2014,Physics,Female,Less than 35,Returner,45.94367712992795
2015,Physics,Female,Less than 35,Returner,51.31307928640213
2016,Physics,Female,Less than 35,Returner,37.15843581871264
2017,Physics,Female,Less than 35,Returner,49.093858313391756
2011,Religious Education,Female,Less than 35,Returner,47.939246813744376
2012,Religious Education,Female,Less than 35,Returner,79.21443255972962
2013,Religious Education,Female,Less than 35,Returner,73.79422921867331
2014,Religious Education,Female,Less than 35,Returner,65.05082398879797
2015,Religious Education,Female,Less than 35,Returner,65.20087814340212
2016,Religious Education,Female,Less than 35,Returner,63.30876454115479
2017,Religious Education,Female,Less than 35,Returner,59.84841278982649
2011,Art & Design,Male,Less than 35,Returner,10.160448979071777
2012,Art & Design,Male,Less than 35,Returner,14.86672992250833
2013,Art & Design,Male,Less than 35,Returner,17.329711781922008
2014,Art & Design,Male,Less than 35,Returner,17.681745638824612
2015,Art & Design,Male,Less than 35,Returner,11.234436499238662
2016,Art & Design,Male,Less than 35,Returner,1.5130021983566033
2017,Art & Design,Male,Less than 35,Returner,5.410366837714843
2011,Biology,Male,Less than 35,Returner,24.03531166159965
2012,Biology,Male,Less than 35,Returner,28.520953154338308
2013,Biology,Male,Less than 35,Returner,21.57181277414553
2014,Biology,Male,Less than 35,Returner,42.90423539015272
2015,Biology,Male,Less than 35,Returner,30.13995603471593
2016,Biology,Male,Less than 35,Returner,39.26811278181838
2017,Biology,Male,Less than 35,Returner,29.218062053675474
2011,Business Studies,Male,Less than 35,Returner,16.192049448793647
2012,Business Studies,Male,Less than 35,Returner,24.91627136389866
2013,Business Studies,Male,Less than 35,Returner,23.0924160545334
2014,Business Studies,Male,Less than 35,Returner,30.165530116993928
2015,Business Studies,Male,Less than 35,Returner,15.93636845143845
2016,Business Studies,Male,Less than 35,Returner,18.89072268247764
2017,Business Studies,Male,Less than 35,Returner,20.504929903845778
2011,Chemistry,Male,Less than 35,Returner,28.99545855292202
2012,Chemistry,Male,Less than 35,Returner,47.581255886331796
2013,Chemistry,Male,Less than 35,Returner,34.062908016817524
2014,Chemistry,Male,Less than 35,Returner,42.01686411955822
2015,Chemistry,Male,Less than 35,Returner,41.92293315473434
2016,Chemistry,Male,Less than 35,Returner,35.43030556496004
2017,Chemistry,Male,Less than 35,Returner,56.32766369004552
2011,Classics,Male,Less than 35,Returner,0.6220880398601469
2012,Classics,Male,Less than 35,Returner,0.06490075124310563
2013,Classics,Male,Less than 35,Returner,1.6203199873315335
2014,Classics,Male,Less than 35,Returner,0
2015,Classics,Male,Less than 35,Returner,1.4269572812280698
2016,Classics,Male,Less than 35,Returner,0.06535444774311691
2017,Classics,Male,Less than 35,Returner,0
2011,Computing,Male,Less than 35,Returner,39.47995924867463
2012,Computing,Male,Less than 35,Returner,45.92683232047418
2013,Computing,Male,Less than 35,Returner,42.56874535011742
2014,Computing,Male,Less than 35,Returner,52.46130678849358
2015,Computing,Male,Less than 35,Returner,36.9423232333822
2016,Computing,Male,Less than 35,Returner,36.03786710577491
2017,Computing,Male,Less than 35,Returner,42.72603823482917
2011,Design & Technology,Male,Less than 35,Returner,16.817453296006747
2012,Design & Technology,Male,Less than 35,Returner,26.140334838192363
2013,Design & Technology,Male,Less than 35,Returner,35.0010987967832
2014,Design & Technology,Male,Less than 35,Returner,37.206705080762426
2015,Design & Technology,Male,Less than 35,Returner,28.975643105744915
2016,Design & Technology,Male,Less than 35,Returner,26.05783709470076
2017,Design & Technology,Male,Less than 35,Returner,21.056132744449076
2011,Drama,Male,Less than 35,Returner,9.658018268869736
2012,Drama,Male,Less than 35,Returner,8.823264832808754
2013,Drama,Male,Less than 35,Returner,8.940125494505864
2014,Drama,Male,Less than 35,Returner,11.822412205942694
2015,Drama,Male,Less than 35,Returner,10.005814569634053
2016,Drama,Male,Less than 35,Returner,7.222525578500967
2017,Drama,Male,Less than 35,Returner,7.219071558833345
2011,English,Male,Less than 35,Returner,54.63512601770519
2012,English,Male,Less than 35,Returner,69.15911380466551
2013,English,Male,Less than 35,Returner,72.34891554410332
2014,English,Male,Less than 35,Returner,89.71900470939222
2015,English,Male,Less than 35,Returner,65.35506403614139
2016,English,Male,Less than 35,Returner,64.85133015876637
2017,English,Male,Less than 35,Returner,76.82720687097873
2011,Food,Male,Less than 35,Returner,3.2283918502648503
2012,Food,Male,Less than 35,Returner,0.515257156943765
2013,Food,Male,Less than 35,Returner,0.7496378260208625
2014,Food,Male,Less than 35,Returner,0.7280639498687602
2015,Food,Male,Less than 35,Returner,1.988702204866226
2016,Food,Male,Less than 35,Returner,0.8004029589254062
2017,Food,Male,Less than 35,Returner,0.37547405826484814
2011,Geography,Male,Less than 35,Returner,38.57305650651185
2012,Geography,Male,Less than 35,Returner,51.914287341642805
2013,Geography,Male,Less than 35,Returner,26.937183295198672
2014,Geography,Male,Less than 35,Returner,37.908640589325465
2015,Geography,Male,Less than 35,Returner,55.046954145800314
2016,Geography,Male,Less than 35,Returner,41.81155316213573
2017,Geography,Male,Less than 35,Returner,29.734043267716235
2011,History,Male,Less than 35,Returner,29.928636994274846
2012,History,Male,Less than 35,Returner,34.104935358116265
2013,History,Male,Less than 35,Returner,49.04339423446785
2014,History,Male,Less than 35,Returner,49.56042631944899
2015,History,Male,Less than 35,Returner,39.60246169106858
2016,History,Male,Less than 35,Returner,53.682317349748985
2017,History,Male,Less than 35,Returner,39.03939751375066
2011,Mathematics,Male,Less than 35,Returner,82.84535750740184
2012,Mathematics,Male,Less than 35,Returner,114.48269189592314
2013,Mathematics,Male,Less than 35,Returner,103.85437074337744
2014,Mathematics,Male,Less than 35,Returner,126.84310723999106
2015,Mathematics,Male,Less than 35,Returner,150.35345014940165
2016,Mathematics,Male,Less than 35,Returner,135.75666473519973
2017,Mathematics,Male,Less than 35,Returner,180.70284454804028
2011,Modern Foreign Languages,Male,Less than 35,Returner,22.15702747316902
2012,Modern Foreign Languages,Male,Less than 35,Returner,29.713142403919548
2013,Modern Foreign Languages,Male,Less than 35,Returner,21.741237499016428
2014,Modern Foreign Languages,Male,Less than 35,Returner,22.997252018624
2015,Modern Foreign Languages,Male,Less than 35,Returner,28.562304408410355
