CensusYear,Subject,Gender,AgeGroup,QualifiedLeaverType,StockSize
2012,Religious Education,Female,55 and over,Deceased,0
2013,Religious Education,Female,55 and over,Deceased,2.2303154280447814
2014,Religious Education,Female,55 and over,Deceased,4.794459221887
2015,Religious Education,Female,55 and over,Deceased,1.9193076633209436
2016,Religious Education,Female,55 and over,Deceased,1.4200018225353652
2017,Religious Education,Female,55 and over,Deceased,0
2011,Art & Design,Male,55 and over,Deceased,1.5347061854205373
2012,Art & Design,Male,55 and over,Deceased,0.81060892510857
2013,Art & Design,Male,55 and over,Deceased,1.6868201383018244
2014,Art & Design,Male,55 and over,Deceased,1.7514233569147806
2015,Art & Design,Male,55 and over,Deceased,0
2016,Art & Design,Male,55 and over,Deceased,0
2017,Art & Design,Male,55 and over,Deceased,1.2495703921691856
2011,Biology,Male,55 and over,Deceased,2.5596966570551456
2012,Biology,Male,55 and over,Deceased,0
2013,Biology,Male,55 and over,Deceased,0
2014,Biology,Male,55 and over,Deceased,0
2015,Biology,Male,55 and over,Deceased,0
2016,Biology,Male,55 and over,Deceased,0
2017,Biology,Male,55 and over,Deceased,0
2011,Business Studies,Male,55 and over,Deceased,1.2133120604433032
2012,Business Studies,Male,55 and over,Deceased,1.8860847177466367
2013,Business Studies,Male,55 and over,Deceased,0
2014,Business Studies,Male,55 and over,Deceased,0
2015,Business Studies,Male,55 and over,Deceased,0.950547528782917
2016,Business Studies,Male,55 and over,Deceased,0
2017,Business Studies,Male,55 and over,Deceased,1.2495703921691856
2011,Chemistry,Male,55 and over,Deceased,3.50772694328914
2012,Chemistry,Male,55 and over,Deceased,0
2013,Chemistry,Male,55 and over,Deceased,0
2014,Chemistry,Male,55 and over,Deceased,0
2015,Chemistry,Male,55 and over,Deceased,2.830512772243875
2016,Chemistry,Male,55 and over,Deceased,0
2017,Chemistry,Male,55 and over,Deceased,0
2011,Classics,Male,55 and over,Deceased,0
2012,Classics,Male,55 and over,Deceased,0
2013,Classics,Male,55 and over,Deceased,1.1470363176016594
2014,Classics,Male,55 and over,Deceased,0
2015,Classics,Male,55 and over,Deceased,0
2016,Classics,Male,55 and over,Deceased,0
2017,Classics,Male,55 and over,Deceased,0
2011,Computing,Male,55 and over,Deceased,0.8329747900941997
2012,Computing,Male,55 and over,Deceased,0
2013,Computing,Male,55 and over,Deceased,0.4589521713987759
2014,Computing,Male,55 and over,Deceased,2.471474447729003
2015,Computing,Male,55 and over,Deceased,0
2016,Computing,Male,55 and over,Deceased,0
2017,Computing,Male,55 and over,Deceased,0.3565416803637248
2011,Design & Technology,Male,55 and over,Deceased,3.927408358854422
2012,Design & Technology,Male,55 and over,Deceased,5.442642059297586
2013,Design & Technology,Male,55 and over,Deceased,3.0866632603028896
2014,Design & Technology,Male,55 and over,Deceased,0
2015,Design & Technology,Male,55 and over,Deceased,2.0911836514859026
2016,Design & Technology,Male,55 and over,Deceased,0
2017,Design & Technology,Male,55 and over,Deceased,0
2011,Drama,Male,55 and over,Deceased,0
2012,Drama,Male,55 and over,Deceased,2.711201185139029
2013,Drama,Male,55 and over,Deceased,0
2014,Drama,Male,55 and over,Deceased,0.135560167825204
2015,Drama,Male,55 and over,Deceased,0
2016,Drama,Male,55 and over,Deceased,0
2017,Drama,Male,55 and over,Deceased,0
2011,English,Male,55 and over,Deceased,0.7673530927102686
2012,English,Male,55 and over,Deceased,1.457632804465075
2013,English,Male,55 and over,Deceased,0.2086917876244459
2014,English,Male,55 and over,Deceased,1.6158631890895765
2015,English,Male,55 and over,Deceased,1.9856631591881166
2016,English,Male,55 and over,Deceased,0
2017,English,Male,55 and over,Deceased,1.2495703921691856
2011,Food,Male,55 and over,Deceased,0
2012,Food,Male,55 and over,Deceased,0
2013,Food,Male,55 and over,Deceased,0
2014,Food,Male,55 and over,Deceased,0
2015,Food,Male,55 and over,Deceased,0
2016,Food,Male,55 and over,Deceased,0
2017,Food,Male,55 and over,Deceased,0
2011,Geography,Male,55 and over,Deceased,0
2012,Geography,Male,55 and over,Deceased,0
2013,Geography,Male,55 and over,Deceased,8.962838224781205
2014,Geography,Male,55 and over,Deceased,0
2015,Geography,Male,55 and over,Deceased,0
2016,Geography,Male,55 and over,Deceased,0
2017,Geography,Male,55 and over,Deceased,0
2011,History,Male,55 and over,Deceased,0
2012,History,Male,55 and over,Deceased,0
2013,History,Male,55 and over,Deceased,5.300211260767395
2014,History,Male,55 and over,Deceased,0
2015,History,Male,55 and over,Deceased,0
2016,History,Male,55 and over,Deceased,0
2017,History,Male,55 and over,Deceased,0
2011,Mathematics,Male,55 and over,Deceased,5.452744275563939
2012,Mathematics,Male,55 and over,Deceased,2.084416994802052
2013,Mathematics,Male,55 and over,Deceased,1.985374740716745
2014,Mathematics,Male,55 and over,Deceased,3.340349654775008
2015,Mathematics,Male,55 and over,Deceased,1.7847206873606436
2016,Mathematics,Male,55 and over,Deceased,0
2017,Mathematics,Male,55 and over,Deceased,2.890289344847572
2011,Modern Foreign Languages,Male,55 and over,Deceased,0
2012,Modern Foreign Languages,Male,55 and over,Deceased,0
2013,Modern Foreign Languages,Male,55 and over,Deceased,0
2014,Modern Foreign Languages,Male,55 and over,Deceased,1.2362947191790052
2015,Modern Foreign Languages,Male,55 and over,Deceased,0
2016,Modern Foreign Languages,Male,55 and over,Deceased,0
2017,Modern Foreign Languages,Male,55 and over,Deceased,0
2011,Music,Male,55 and over,Deceased,0
2012,Music,Male,55 and over,Deceased,0
2013,Music,Male,55 and over,Deceased,0
2014,Music,Male,55 and over,Deceased,2.628389288236736
2015,Music,Male,55 and over,Deceased,1.03864083355814
2016,Music,Male,55 and over,Deceased,0
2017,Music,Male,55 and over,Deceased,0
2011,Others,Male,55 and over,Deceased,0.25579033255848277
2012,Others,Male,55 and over,Deceased,0.27991178453464
2013,Others,Male,55 and over,Deceased,1.191013690018507
2014,Others,Male,55 and over,Deceased,0.3194118995622865
2015,Others,Male,55 and over,Deceased,0.766945356339021
2016,Others,Male,55 and over,Deceased,0
2017,Others,Male,55 and over,Deceased,1.838350764658172
2011,Physical Education,Male,55 and over,Deceased,0.25579033255848277
2012,Physical Education,Male,55 and over,Deceased,0.1216882641565438
2013,Physical Education,Male,55 and over,Deceased,0
2014,Physical Education,Male,55 and over,Deceased,1.7514233569147806
2015,Physical Education,Male,55 and over,Deceased,0
2016,Physical Education,Male,55 and over,Deceased,0
2017,Physical Education,Male,55 and over,Deceased,2.0340903747688577
2011,Physics,Male,55 and over,Deceased,4.536799348446843
2012,Physics,Male,55 and over,Deceased,9.400724007975354
2013,Physics,Male,55 and over,Deceased,0
2014,Physics,Male,55 and over,Deceased,0
2015,Physics,Male,55 and over,Deceased,0
2016,Physics,Male,55 and over,Deceased,0
2017,Physics,Male,55 and over,Deceased,0
2011,Religious Education,Male,55 and over,Deceased,0
2012,Religious Education,Male,55 and over,Deceased,0
2013,Religious Education,Male,55 and over,Deceased,0.05735181588008297
2014,Religious Education,Male,55 and over,Deceased,3.174575620751872
2015,Religious Education,Male,55 and over,Deceased,0
2016,Religious Education,Male,55 and over,Deceased,4.966621201356716
2017,Religious Education,Male,55 and over,Deceased,0
2011,Art & Design,Female,Less than 35,Deceased,0
2012,Art & Design,Female,Less than 35,Deceased,0
2013,Art & Design,Female,Less than 35,Deceased,0
2014,Art & Design,Female,Less than 35,Deceased,0
2015,Art & Design,Female,Less than 35,Deceased,0
2016,Art & Design,Female,Less than 35,Deceased,0
2017,Art & Design,Female,Less than 35,Deceased,0
2011,Biology,Female,Less than 35,Deceased,0
2012,Biology,Female,Less than 35,Deceased,0
2013,Biology,Female,Less than 35,Deceased,0
2014,Biology,Female,Less than 35,Deceased,0
2015,Biology,Female,Less than 35,Deceased,0
2016,Biology,Female,Less than 35,Deceased,0
2017,Biology,Female,Less than 35,Deceased,0
2011,Business Studies,Female,Less than 35,Deceased,0
2012,Business Studies,Female,Less than 35,Deceased,0
2013,Business Studies,Female,Less than 35,Deceased,0
2014,Business Studies,Female,Less than 35,Deceased,0
2015,Business Studies,Female,Less than 35,Deceased,0
2016,Business Studies,Female,Less than 35,Deceased,0
2017,Business Studies,Female,Less than 35,Deceased,0
2011,Chemistry,Female,Less than 35,Deceased,0
2012,Chemistry,Female,Less than 35,Deceased,0
2013,Chemistry,Female,Less than 35,Deceased,0
2014,Chemistry,Female,Less than 35,Deceased,0
2015,Chemistry,Female,Less than 35,Deceased,0
2016,Chemistry,Female,Less than 35,Deceased,0
2017,Chemistry,Female,Less than 35,Deceased,0
2011,Classics,Female,Less than 35,Deceased,0
2012,Classics,Female,Less than 35,Deceased,0
2013,Classics,Female,Less than 35,Deceased,0
2014,Classics,Female,Less than 35,Deceased,0
2015,Classics,Female,Less than 35,Deceased,0
2016,Classics,Female,Less than 35,Deceased,0
2017,Classics,Female,Less than 35,Deceased,0
2011,Computing,Female,Less than 35,Deceased,0
2012,Computing,Female,Less than 35,Deceased,0
2013,Computing,Female,Less than 35,Deceased,0
2014,Computing,Female,Less than 35,Deceased,0
2015,Computing,Female,Less than 35,Deceased,0
2016,Computing,Female,Less than 35,Deceased,1.9465488316939865
2017,Computing,Female,Less than 35,Deceased,0
2011,Design & Technology,Female,Less than 35,Deceased,0
2012,Design & Technology,Female,Less than 35,Deceased,0
2013,Design & Technology,Female,Less than 35,Deceased,0
2014,Design & Technology,Female,Less than 35,Deceased,0
2015,Design & Technology,Female,Less than 35,Deceased,0
2016,Design & Technology,Female,Less than 35,Deceased,0
2017,Design & Technology,Female,Less than 35,Deceased,0
2011,Drama,Female,Less than 35,Deceased,1.8527694562704309
2012,Drama,Female,Less than 35,Deceased,0
2013,Drama,Female,Less than 35,Deceased,0
2014,Drama,Female,Less than 35,Deceased,0
2015,Drama,Female,Less than 35,Deceased,0
2016,Drama,Female,Less than 35,Deceased,0
2017,Drama,Female,Less than 35,Deceased,0
2011,English,Female,Less than 35,Deceased,1.2823368617132924
2012,English,Female,Less than 35,Deceased,2.1114160920297493
2013,English,Female,Less than 35,Deceased,1.7994315987080305
2014,English,Female,Less than 35,Deceased,1.050242081673383
2015,English,Female,Less than 35,Deceased,7.3768343648179435
2016,English,Female,Less than 35,Deceased,1.3300277626125603
2017,English,Female,Less than 35,Deceased,0
2011,Food,Female,Less than 35,Deceased,0
2012,Food,Female,Less than 35,Deceased,0
2013,Food,Female,Less than 35,Deceased,0
2014,Food,Female,Less than 35,Deceased,0
2015,Food,Female,Less than 35,Deceased,0
2016,Food,Female,Less than 35,Deceased,0
2017,Food,Female,Less than 35,Deceased,0
2011,Geography,Female,Less than 35,Deceased,0
2012,Geography,Female,Less than 35,Deceased,0
2013,Geography,Female,Less than 35,Deceased,0
2014,Geography,Female,Less than 35,Deceased,0
2015,Geography,Female,Less than 35,Deceased,0
2016,Geography,Female,Less than 35,Deceased,14.07460011687725
2017,Geography,Female,Less than 35,Deceased,0
2011,History,Female,Less than 35,Deceased,0
2012,History,Female,Less than 35,Deceased,0
2013,History,Female,Less than 35,Deceased,0
2014,History,Female,Less than 35,Deceased,0
2015,History,Female,Less than 35,Deceased,0
2016,History,Female,Less than 35,Deceased,0
2017,History,Female,Less than 35,Deceased,0
2011,Mathematics,Female,Less than 35,Deceased,1.0419352150111947
2012,Mathematics,Female,Less than 35,Deceased,0
2013,Mathematics,Female,Less than 35,Deceased,0
2014,Mathematics,Female,Less than 35,Deceased,0
2015,Mathematics,Female,Less than 35,Deceased,0
2016,Mathematics,Female,Less than 35,Deceased,1.027837356986587
2017,Mathematics,Female,Less than 35,Deceased,0
2011,Modern Foreign Languages,Female,Less than 35,Deceased,1.5675531589918617
2012,Modern Foreign Languages,Female,Less than 35,Deceased,4.2028176019555765
2013,Modern Foreign Languages,Female,Less than 35,Deceased,0
2014,Modern Foreign Languages,Female,Less than 35,Deceased,0
2015,Modern Foreign Languages,Female,Less than 35,Deceased,0
2016,Modern Foreign Languages,Female,Less than 35,Deceased,3.859960446808848
2017,Modern Foreign Languages,Female,Less than 35,Deceased,0
2011,Music,Female,Less than 35,Deceased,0
2012,Music,Female,Less than 35,Deceased,0
2013,Music,Female,Less than 35,Deceased,0
2014,Music,Female,Less than 35,Deceased,0
2015,Music,Female,Less than 35,Deceased,0
2016,Music,Female,Less than 35,Deceased,0
2017,Music,Female,Less than 35,Deceased,0
2011,Others,Female,Less than 35,Deceased,0.027423734859094644
2012,Others,Female,Less than 35,Deceased,0.11154122862695232
2013,Others,Female,Less than 35,Deceased,0.3107060576236901
2014,Others,Female,Less than 35,Deceased,0.027946651976197123
2015,Others,Female,Less than 35,Deceased,0.08194636524996352
2016,Others,Female,Less than 35,Deceased,0.14691907180766275
2017,Others,Female,Less than 35,Deceased,0
2011,Physical Education,Female,Less than 35,Deceased,1.5675531589918617
2012,Physical Education,Female,Less than 35,Deceased,0
2013,Physical Education,Female,Less than 35,Deceased,0
2014,Physical Education,Female,Less than 35,Deceased,0
2015,Physical Education,Female,Less than 35,Deceased,0
2016,Physical Education,Female,Less than 35,Deceased,0
2017,Physical Education,Female,Less than 35,Deceased,0
2011,Physics,Female,Less than 35,Deceased,0
2012,Physics,Female,Less than 35,Deceased,0
2013,Physics,Female,Less than 35,Deceased,0
2014,Physics,Female,Less than 35,Deceased,0
2015,Physics,Female,Less than 35,Deceased,0
2016,Physics,Female,Less than 35,Deceased,0
2017,Physics,Female,Less than 35,Deceased,0
2011,Religious Education,Female,Less than 35,Deceased,0.6580654430967704
2012,Religious Education,Female,Less than 35,Deceased,0
2013,Religious Education,Female,Less than 35,Deceased,0
2014,Religious Education,Female,Less than 35,Deceased,0
2015,Religious Education,Female,Less than 35,Deceased,0
2016,Religious Education,Female,Less than 35,Deceased,0
2017,Religious Education,Female,Less than 35,Deceased,0
2011,Art & Design,Male,Less than 35,Deceased,0
2012,Art & Design,Male,Less than 35,Deceased,0
2013,Art & Design,Male,Less than 35,Deceased,0
2014,Art & Design,Male,Less than 35,Deceased,0
2015,Art & Design,Male,Less than 35,Deceased,0
2016,Art & Design,Male,Less than 35,Deceased,0
2017,Art & Design,Male,Less than 35,Deceased,0
2011,Biology,Male,Less than 35,Deceased,0
2012,Biology,Male,Less than 35,Deceased,0
2013,Biology,Male,Less than 35,Deceased,0.24476747852007444
2014,Biology,Male,Less than 35,Deceased,0
2015,Biology,Male,Less than 35,Deceased,0
2016,Biology,Male,Less than 35,Deceased,0
2017,Biology,Male,Less than 35,Deceased,0
2011,Business Studies,Male,Less than 35,Deceased,0.29350500534915885
2012,Business Studies,Male,Less than 35,Deceased,0
2013,Business Studies,Male,Less than 35,Deceased,0
2014,Business Studies,Male,Less than 35,Deceased,0
2015,Business Studies,Male,Less than 35,Deceased,0
2016,Business Studies,Male,Less than 35,Deceased,0
2017,Business Studies,Male,Less than 35,Deceased,0
2011,Chemistry,Male,Less than 35,Deceased,0
2012,Chemistry,Male,Less than 35,Deceased,0
2013,Chemistry,Male,Less than 35,Deceased,0
2014,Chemistry,Male,Less than 35,Deceased,0
2015,Chemistry,Male,Less than 35,Deceased,0
2016,Chemistry,Male,Less than 35,Deceased,3.061211327254721
2017,Chemistry,Male,Less than 35,Deceased,0
2011,Classics,Male,Less than 35,Deceased,0
2012,Classics,Male,Less than 35,Deceased,0
2013,Classics,Male,Less than 35,Deceased,0
2014,Classics,Male,Less than 35,Deceased,0
2015,Classics,Male,Less than 35,Deceased,0
2016,Classics,Male,Less than 35,Deceased,0
2017,Classics,Male,Less than 35,Deceased,0
2011,Computing,Male,Less than 35,Deceased,3.0080010609042684
2012,Computing,Male,Less than 35,Deceased,0
2013,Computing,Male,Less than 35,Deceased,0
2014,Computing,Male,Less than 35,Deceased,0
2015,Computing,Male,Less than 35,Deceased,0
2016,Computing,Male,Less than 35,Deceased,3.3202430019235556
2017,Computing,Male,Less than 35,Deceased,0
2011,Design & Technology,Male,Less than 35,Deceased,0.6485270383175804
2012,Design & Technology,Male,Less than 35,Deceased,0
2013,Design & Technology,Male,Less than 35,Deceased,0
2014,Design & Technology,Male,Less than 35,Deceased,0
2015,Design & Technology,Male,Less than 35,Deceased,0
2016,Design & Technology,Male,Less than 35,Deceased,0.08949099452239602
2017,Design & Technology,Male,Less than 35,Deceased,0
2011,Drama,Male,Less than 35,Deceased,0
2012,Drama,Male,Less than 35,Deceased,0
2013,Drama,Male,Less than 35,Deceased,0
2014,Drama,Male,Less than 35,Deceased,0
2015,Drama,Male,Less than 35,Deceased,0
2016,Drama,Male,Less than 35,Deceased,0
2017,Drama,Male,Less than 35,Deceased,0
2011,English,Male,Less than 35,Deceased,0
2012,English,Male,Less than 35,Deceased,0
2013,English,Male,Less than 35,Deceased,1.5833546613957725
2014,English,Male,Less than 35,Deceased,0
2015,English,Male,Less than 35,Deceased,0
2016,English,Male,Less than 35,Deceased,0
2017,English,Male,Less than 35,Deceased,0.9839753409864508
2011,Food,Male,Less than 35,Deceased,0
2012,Food,Male,Less than 35,Deceased,0
2013,Food,Male,Less than 35,Deceased,0
2014,Food,Male,Less than 35,Deceased,0
2015,Food,Male,Less than 35,Deceased,0
2016,Food,Male,Less than 35,Deceased,0
